CATEGORIA,NOME ,PRODUTTORE,ANNO,PROVENIENZA,FORNITORE,ACQUISTO,VENDITA,Q.tà,MAGAZZINO,,,,,,,,
,Chianti riserva,Castellare,,Toscana,,"€ 20,00","€ 26,00",0,"€ 0,00",,,,,,,,
,Governo,Castellare,,Toscana,,"€ 5,90","€ 7,67",0,"€ 0,00",,,,,,,,
,I Sodì di san Nicclo,Castellare,,Toscana,,"€ 53,00","€ 68,90",4,"€ 212,00",,,,,,,,
,I Sodi di San Nicolo  legno,Castellare,,Toscana,,"€ 58,00","€ 75,40",0,"€ 0,00",,,,,,,,
,I Sodi Veronelli,Castellare,,Toscana,,"€ 63,00","€ 81,90",3,"€ 189,00",,,,,,,,
,Ypsilon ,Castellaro,,Sicilia,,"€ 11,90","€ 15,47",0,"€ 0,00",,,,,,,,
,Brachetto Spumante,Castello del Poggio,,Piemonte,,"€ 4,80","€ 6,24",0,"€ 0,00",,,,,,,,
,Castello del Terriccio 00',Castello del Terriccio,,Toscana,,"€ 39,80","€ 51,74",0,"€ 0,00",,,,,,,,
,Castello del Terriccio 01,Castello del Terriccio,,Toscana,,"€ 39,80","€ 51,74",0,"€ 0,00",,,,,,,,
,Lupicaia,Castello del Terriccio,,Toscana,,"€ 51,00","€ 66,30",0,"€ 0,00",,,,,,,,
,Lupicaia '15,Castello del Terriccio,,Toscana,,"€ 77,00","€ 100,10",0,"€ 0,00",,,,,,,,
,Lupicaia '16 ,Castello del Terriccio,,Toscana,,"€ 75,00","€ 97,50",4,"€ 300,00",,,,,,,,
,Lupicaia 2000,Castello del Terriccio,,Toscana,,"€ 153,00","€ 198,90",0,"€ 0,00",,,,,,,,
,Castello di Ama Gran Selez.2020,Castello di Ama,,Toscana,,"€ 35,00","€ 45,50",0,"€ 0,00",,,,,,,,
,Castello di Ama S.Lorenzo '13,Castello di Ama,,Toscana,,"€ 22,00","€ 28,60",0,"€ 0,00",,,,,,,,
,Castello di Ama S.Lorenzo '16,Castello di Ama,,Toscana,,"€ 31,00","€ 0,00",0,"€ 0,00",,,,,,,,
,Chianti bellavista '07,Castello di Ama,,Toscana,,"€ 85,00","€ 0,00",0,"€ 0,00",,,,,,,,
,Chianti classico ama 2021,Castello di Ama,,Toscana,,"€ 14,00","€ 18,20",30,"€ 420,00",,,,,,,,
,Chianti Riserva 2005,Castello di Ama,,Toscana,,"€ 41,00","€ 53,30",1,"€ 41,00",,,,,,,,
,Chianti Riserva 2008,Castello di Ama,,Toscana,,"€ 41,00","€ 53,30",0,"€ 0,00",,,,,,,,
,Chianti Riserva 2015 S.Lorenzo,Castello di Ama,,Toscana,,"€ 41,00","€ 53,30",1,"€ 41,00",,,,,,,,
,L'Apparita -'04,Castello di Ama,,Toscana,,"€ 71,00","€ 92,30",0,"€ 0,00",,,,,,,,
,L'Apparita '21,Castello di Ama,,Toscana,,"€ 140,00","€ 182,00",3,"€ 420,00",,,,,,,,
,L'Apparita '96 magnum,Castello di Ama,,Toscana,,"€ 95,00","€ 0,00",0,"€ 0,00",,,,,,,,
,L'Apparita 01,Castello di Ama,,Toscana,,"€ 72,00","€ 93,60",0,"€ 0,00",,,,,,,,
,L'Apparita 2019,Castello di Ama,,Toscana,,"€ 155,00","€ 201,50",0,"€ 0,00",,,,,,,,
,Montebuoni 20,Castello di Ama,,Toscana,,"€ 22,00","€ 28,60",12,"€ 264,00",,,,,,,,
,Rosato,Castello di Ama,,Toscana,,"€ 5,70","€ 7,41",0,"€ 0,00",,,,,,,,
,S.Lorenzo 20,Castello di Ama,,Toscana,,"€ 35,00","€ 45,50",6,"€ 210,00",,,,,,,,
,"Vin Santo '99 cl,0,375",Castello di Ama,,Toscana,,"€ 10,20","€ 13,26",0,"€ 0,00",,,,,,,,
,Friulano,Castello di Buttrio,,F/V/G,,"€ 8,00","€ 10,40",0,"€ 0,00",,,,,,,,
,Merlot,Castello di Buttrio,,F/V/G,,"€ 8,00","€ 10,40",0,"€ 0,00",,,,,,,,
,Ribolla Gialla,Castello di Buttrio,,F/V/G,,"€ 8,00","€ 10,40",0,"€ 0,00",,,,,,,,
,Sauvignon ,Castello di Buttrio,,F/V/G,,"€ 8,00","€ 10,40",0,"€ 0,00",,,,,,,,
,Moscato di scanso,Castello di Grumello,,Lombardia,,"€ 12,50","€ 16,25",0,"€ 0,00",,,,,,,,
,Chianti ris. 00,Castello di meleto,,Toscana,,"€ 8,80","€ 11,44",0,"€ 0,00",,,,,,,,
,Barbaresco ris.S.Stefano ,Castello di Neive,,Piemonte,,"€ 33,50","€ 43,55",0,"€ 0,00",,,,,,,,
,Barbaresco S.Stefano '14,Castello di Neive,,Piemonte,,"€ 23,80","€ 30,94",0,"€ 0,00",,,,,,,,
,Spumante ,Castello di Neive,,Piemonte,,"€ 10,50","€ 13,65",0,"€ 0,00",,,,,,,,
,Chianti ,Castello di Radda,,Toscana,,"€ 10,00","€ 13,00",24,"€ 240,00",,,,,,,,
,Chianti gran selezione,Castello di Radda,,Toscana,,"€ 30,00","€ 39,00",12,"€ 360,00",,,,,,,,
,Chianti riserva ,Castello di Radda,,Toscana,,"€ 17,50","€ 22,75",0,"€ 0,00",,,,,,,,
,Occhio di Pernice ,Castello di Radda,,Toscana,,"€ 23,00","€ 29,90",0,"€ 0,00",,,,,,,,
,Malvasia,Castello di Rubbia,,Friuli,,"€ 13,50","€ 17,55",0,"€ 0,00",,,,,,,,
,Malvasia,Castello di Rubbia,,Friuli,,"€ 16,50","€ 21,45",0,"€ 0,00",,,,,,,,
,Vitovska,Castello di Rubbia,,Friuli,,"€ 13,50","€ 17,55",0,"€ 0,00",,,,,,,,
,Vitovska,Castello di Rubbia,,Friuli,,"€ 16,50","€ 21,45",0,"€ 0,00",,,,,,,,
,Segre 02-03-04,Castello di spessa,,F/V/G,,"€ 24,00","€ 31,20",0,"€ 0,00",,,,,,,,
,Segre 07 mg,Castello di spessa,,F/V/G,,"€ 26,00","€ 33,80",0,"€ 0,00",,,,,,,,
,Segre' 06,Castello di spessa,,F/V/G,,"€ 13,00","€ 16,90",0,"€ 0,00",,,,,,,,
,Segre' 07,Castello di spessa,,F/V/G,,"€ 13,00","€ 16,90",0,"€ 0,00",,,,,,,,
,Barbaresco '08,Castello di Verduno,,Piemonte,,"€ 11,70","€ 15,21",0,"€ 0,00",,,,,,,,
,barbaresco Rabaja '07,Castello di Verduno,,Piemonte,,"€ 16,20","€ 21,06",0,"€ 0,00",,,,,,,,
,Nebbiolo,Castello di Verduno,,Piemonte,,"€ 5,85","€ 7,61",0,"€ 0,00",,,,,,,,
,Ronco de la Simia,Castelluccio,,Emilia Romagna,,"€ 34,00","€ 44,20",0,"€ 0,00",,,,,,,,
,Ronco dei ciliegi '20,Castelluccio,,Emilia Romagna,,"€ 28,00","€ 36,40",0,"€ 0,00",,,,,,,,
,Ronco delle Ginestre '04,Castelluccio,,Emilia Romagna,,"€ 28,00","€ 36,40",0,"€ 0,00",,,,,,,,
,Sangiovese Le More,Castelluccio,,Emilia Romagna,,"€ 7,00","€ 9,10",0,"€ 0,00",,,,,,,,
,Ghinibaldo ,CastelPietraio,,Toscana,,"€ 11,00","€ 14,30",0,"€ 0,00",,,,,,,,
,Tegrimo,CastelPietraio,,Toscana,,"€ 5,70","€ 7,41",0,"€ 0,00",,,,,,,,
,Cabernet selezione Dileo,Castelvecchio,,Friuli Venezia Giulia,,"€ 12,00","€ 15,60",0,"€ 0,00",,,,,,,,
,malvasia Di Leo,Castelvecchio,,Friuli Venezia Giulia,,"€ 9,00","€ 11,70",0,"€ 0,00",,,,,,,,
,Refosco,Castelvecchio,,Friuli Venezia Giulia,,"€ 10,80","€ 14,04",0,"€ 0,00",,,,,,,,
,Vitovska,Castelvecchio,,Friuli Venezia Giulia,,"€ 10,10","€ 13,13",0,"€ 0,00",,,,,,,,
,Cabernet Franc,Castelvecchio ,,Friuli Venezia Giulia,,"€ 10,20","€ 13,26",0,"€ 0,00",,,,,,,,
,Cabernet sauvignon,Castelvecchio ,,Friuli Venezia Giulia,,"€ 8,00","€ 10,40",0,"€ 0,00",,,,,,,,
,Malvasia Istriana,Castelvecchio ,,Friuli Venezia Giulia,,"€ 10,10","€ 13,13",0,"€ 0,00",,,,,,,,
,Terrano,Castelvecchio ,,Friuli Venezia Giulia,,"€ 10,00","€ 13,00",12,"€ 120,00",,,,,,,,
,Dosaggio Zero ,Castelveder,,Lombardia,,"€ 15,60","€ 20,28",18,"€ 280,80",,,,,,,,
,Saten,Castelveder,,Lombardia,,"€ 15,60","€ 20,28",18,"€ 280,80",,,,,,,,
,Brunello di Montalcino '01 ,Castiglion del Bosco,,Toscana,,"€ 14,00","€ 18,20",0,"€ 0,00",,,,,,,,
,Rosso di Montalcino,Castiglion del Bosco,,Toscana,,"€ 6,00","€ 7,80",0,"€ 0,00",,,,,,,,
,Montepulciano D'Abruzzo,Cataldi Madonna,,Abruzzo,,"€ 3,40","€ 4,42",0,"€ 0,00",,,,,,,,
,Amedeo,Cavalchina piona,,Veneto,,"€ 5,90","€ 7,67",0,"€ 0,00",,,,,,,,
,Bardolino ,Cavalchina piona,,Veneto,,"€ 4,75","€ 6,18",6,"€ 28,50",,,,,,,,
,Bianco di custoza,Cavalchina piona,,Veneto,,"€ 4,75","€ 6,18",6,"€ 28,50",,,,,,,,
,Chiaretto Bardolino,Cavalchina piona,,Veneto,,"€ 4,60","€ 5,98",0,"€ 0,00",,,,,,,,
,Lugana,Cavalchina piona,,Veneto,,"€ 6,40","€ 8,32",6,"€ 38,40",,,,,,,,
,Paroni Garganega ,Cavalchina piona,,Veneto,,"€ 6,00","€ 7,80",0,"€ 0,00",,,,,,,,
,Riesling ,Cavalchina piona,,Veneto,,"€ 5,20","€ 6,76",0,"€ 0,00",,,,,,,,
,Bolgheri Impronte,Cavallari Meletti,,Toscana,,"€ 20,00","€ 26,00",0,"€ 0,00",,,,,,,,
,Bolgheri Rosso '19,Cavallari Meletti,,Toscana,,"€ 7,80","€ 10,14",0,"€ 0,00",,,,,,,,
,Franciacorta Brut,Cavalleri,,Lombardia,,"€ 17,15","€ 22,30",12,"€ 205,80",,,,,,,,
,Franciacorta brut mill.'01,Cavalleri,,Lombardia,,"€ 16,50","€ 21,45",0,"€ 0,00",,,,,,,,
,Franciacorta collezione  2013,Cavalleri,,Lombardia,,"€ 38,00","€ 49,40",0,"€ 0,00",,,,,,,,
,Franciacorta magnum,Cavalleri,,Lombardia,,"€ 37,00","€ 48,10",6,"€ 222,00",,,,,,,,
,Franciacorta Pas Dosè,Cavalleri,,Lombardia,,"€ 21,60","€ 28,08",24,"€ 518,40",,,,,,,,
,Franciacorta Rosè,Cavalleri,,Lombardia,,"€ 22,20","€ 28,86",6,"€ 133,20",,,,,,,,
,Franciacorta Saten,Cavalleri,,Lombardia,,"€ 21,60","€ 28,08",12,"€ 259,20",,,,,,,,
,Magnum Rosè,Cavalleri,,Lombardia,,"€ 30,50","€ 39,65",0,"€ 0,00",,,,,,,,
,Alta Langa ,Cavallero,,Piemonte,,"€ 14,00","€ 18,20",0,"€ 0,00",,,,,,,,
,Barbera d'asti,Cavallero,,Piemonte,,"€ 5,40","€ 7,02",0,"€ 0,00",,,,,,,,
,Brachetto d'acqui ,Cavallero,,Piemonte,,"€ 4,80","€ 6,24",0,"€ 0,00",,,,,,,,
,Chardonnay spumante,Cavallero,,Piemonte,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Cortese,Cavallero,,Piemonte,,"€ 4,00","€ 5,20",0,"€ 0,00",,,,,,,,
,Dolcetto d'Asti,Cavallero,,Piemonte,,"€ 4,20","€ 5,46",0,"€ 0,00",,,,,,,,
,Rosè,Cavallero,,Piemonte,,"€ 9,20","€ 11,96",0,"€ 0,00",,,,,,,,
,Barolo Boschis '01,Cavallotto,,Piemonte,,"€ 21,00","€ 27,30",0,"€ 0,00",,,,,,,,
,Barolo boschis '13,Cavallotto,,Piemonte,,"€ 36,00","€ 46,80",0,"€ 0,00",,,,,,,,
,Barolo Boschis 2018,Cavallotto,,Piemonte,,"€ 42,00","€ 54,60",0,"€ 0,00",,,,,,,,  
,Barolo Boschis 2019,Cavallotto,,Piemonte,,"€ 49,00","€ 63,70",9,"€ 441,00",,,,,,,,
,Barolo Boschis 2021,Cavallotto,,Piemonte,,"€ 56,00","€ 72,80",,,,,,,,,,
,Barolo Ris'06 Vignolo,Cavallotto,,Piemonte,,"€ 44,00","€ 57,20",0,"€ 0,00",,,,,,,,
,Barolo s.giuseppe magnum,Cavallotto,,Piemonte,,"€ 100,00","€ 130,00",0,"€ 0,00",,,,,,,,
,Barolo San Giuseppe '08,Cavallotto,,Piemonte,,"€ 48,00","€ 62,40",0,"€ 0,00",,,,,,,,
,Barolo San Giuseppe '17,Cavallotto,,Piemonte,,"€ 88,00","€ 114,40",4,"€ 352,00",,,,,,,,
,Barolo San Giuseppe 2016,Cavallotto,,Piemonte,,"€ 98,00","€ 127,40",4,"€ 392,00",,,,,,,,
,Nebbiolo,Cavallotto,,Piemonte,,"€ 13,40","€ 17,42",0,"€ 0,00",,,,,,,,
,Foehn rosso,Cave Monaja,,Val D'Aosta,,"€ 19,00","€ 24,70",0,"€ 0,00",,,,,,,,
,Monaja 300,Cave Monaja,,Val D'Aosta,,"€ 41,20","€ 53,56",0,"€ 0,00",,,,,,,,
,Pret a Boire Bianco,Cave Monaja,,Val D'Aosta,,"€ 14,00","€ 18,20",0,"€ 0,00",,,,,,,,
,Pret a Boire Rosso,Cave Monaja,,Val D'Aosta,,"€ 14,20","€ 18,46",0,"€ 0,00",,,,,,,,
,Landeren Prie Blanc,Cave Monti Blanc,,Val D'Aosta,,"€ 15,00","€ 19,50",0,"€ 0,00",,,,,,,,
,Brut rosso,Cavicchioli,,Emilia Romagna,,"€ 6,50","€ 8,45",0,"€ 0,00",,,,,,,,
,Lambrusco grasparossa Ancestrale,Cavicchioli,,Emilia Romagna,,"€ 7,55","€ 9,82",0,"€ 0,00",,,,,,,,
,Lambrusco Modena,Cavicchioli,,Emilia Romagna,,"€ 3,50","€ 4,55",0,"€ 0,00",,,,,,,,
,Pignoletto ancestrale,Cavicchioli,,Emilia Romagna,,"€ 7,50","€ 9,75",0,"€ 0,00",,,,,,,,
,Rosè del Cristo,Cavicchioli,,Emilia Romagna,,"€ 12,50","€ 16,25",6,"€ 75,00",,,,,,,,
,Vigna del Cristo,Cavicchioli,,Emilia Romagna,,"€ 5,60","€ 7,28",18,"€ 100,80",,,,,,,,
,Pignoletto,Cavim,,Emilia Romagna,,"€ 2,00","€ 2,60",0,"€ 0,00",,,,,,,,
,Altemasi,Cavit,,Trentino,,"€ 10,45","€ 13,59",60,"€ 627,00",,,,,,,,
,Altemasi magnum,Cavit,,Trentino,,"€ 21,60","€ 28,08",3,"€ 64,80",,,,,,,,
,Cime rosso,Cavit,,Trentino,,"€ 1,80","€ 2,34",0,"€ 0,00",,,,,,,,
,Graal spumante,Cavit,,Trentino,,"€ 30,00","€ 39,00",0,"€ 0,00",,,,,,,,
,Spumante Muller-Thurgau,Cavit,,Trentino,,"€ 3,00","€ 3,90",0,"€ 0,00",,,,,,,,
,Brut Carte Or Grand cru,Cazales,,Champagne,,"€ 28,50","€ 37,05",0,"€ 0,00",,,,,,,,
,Extra brut Clos Cazales 2012,Cazales,,Champagne,,"€ 99,00","€ 128,70",0,"€ 0,00",,,,,,,,
,Bruno,Ceci,,Emilia Romagna,,"€ 5,30","€ 6,89",0,"€ 0,00",,,,,,,,
,Nero che tinge to you,Ceci,,Emilia Romagna,,"€ 7,00","€ 9,10",0,"€ 0,00",,,,,,,,
,Nero oro Otello,Ceci,,Emilia Romagna,,"€ 5,45","€ 7,09",30,"€ 163,50",,,,,,,,
,Otello 200,Ceci,,Emilia Romagna,,"€ 4,45","€ 5,79",36,"€ 160,20",,,,,,,,
,Terre Verdiane ,Ceci,,Emilia Romagna,,"€ 4,05","€ 5,27",0,"€ 0,00",,,,,,,,
,Sangiovese ris.,Celli,,Emilia Romagna,,"€ 7,50","€ 9,75",0,"€ 0,00",,,,,,,,
,Chardis ,Cembra,,Trentino,,"€ 4,00","€ 5,20",0,"€ 0,00",,,,,,,,
,Chardonnay,Cembra,,Trentino,,"€ 5,00","€ 6,50",18,"€ 90,00",,,,,,,,
,Dosaggio Zero OroRosso,Cembra,,Trentino,,"€ 13,00","€ 16,90",42,"€ 546,00",,,,,,,,
,Marzemino,Cembra,,Trentino,,"€ 5,00","€ 6,50",6,"€ 30,00",,,,,,,,
,Merlot ,Cembra,,Trentino,,"€ 4,00","€ 5,20",0,"€ 0,00",,,,,,,,
,Muller Thurgau,Cembra,,Trentino,,"€ 4,00","€ 5,20",0,"€ 0,00",,,,,,,,
,Nosiola,Cembra,,Trentino,,"€ 4,00","€ 5,20",0,"€ 0,00",,,,,,,,
,Schiava,Cembra,,Trentino,,"€ 4,00","€ 5,20",0,"€ 0,00",,,,,,,,
,Teroldego,Cembra,,Trentino,,"€ 5,00","€ 6,50",0,"€ 0,00",,,,,,,,
,Sauvignon ,Cembra ,,Trentino,,"€ 5,00","€ 6,50",18,"€ 90,00",,,,,,,,
,Biancolella ,Cenatiempo,,Campania,,"€ 8,30","€ 10,79",0,"€ 0,00",,,,,,,,
,Forastera ischia,Cenatiempo,,Campania,,"€ 10,60","€ 13,78",0,"€ 0,00",,,,,,,,
,Brut,Cenci,,Lombardia,,"€ 13,90","€ 18,07",0,"€ 0,00",,,,,,,,
,Satèn,Cenci,,Lombardia,,"€ 15,20","€ 19,76",0,"€ 0,00",,,,,,,,
,Brut,Centinari,,Lombardia,,"€ 15,30","€ 19,89",0,"€ 0,00",,,,,,,,
,Saten,Centinari,,Lombardia,,"€ 18,50","€ 24,05",0,"€ 0,00",,,,,,,,
,Greco di Bianco,Ceratti,,Calabria,,"€ 12,75","€ 16,58",0,"€ 0,00",,,,,,,,
,Montonico,Ceratti,,Calabria,,"€ 12,75","€ 16,58",6,"€ 76,50",,,,,,,,
,Rùdina Bianco,Ceratti,,Calabria,,"€ 10,20","€ 13,26",6,"€ 61,20",,,,,,,,
,Rùdina Rosso,Ceratti,,Calabria,,"€ 10,20","€ 13,26",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino 2011,Cerbaiona,,Toscana,,"€ 84,00","€ 109,20",0,"€ 0,00",,,,,,,,
,Barolo bricco rocche '04,Ceretto,,Piemonte,,"€ 90,00","€ 117,00",0,"€ 0,00",,,,,,,,
,Barolo bricco rocche 2018,Ceretto,,Piemonte,,"€ 110,00","€ 143,00",0,"€ 0,00",,,,,,,,
,Barolo brunate '04,Ceretto,,Piemonte,,"€ 34,00","€ 44,20",0,"€ 0,00",,,,,,,,
,Barolo Brunate 2016,Ceretto,,Piemonte,,"€ 70,00","€ 91,00",1,"€ 70,00",,,,,,,,
,Barolo Docg,Ceretto,,Piemonte,,"€ 33,00","€ 42,90",0,"€ 0,00",,,,,,,,
,Blangè,Ceretto,,Piemonte,,"€ 12,00","€ 15,60",12,"€ 144,00",,,,,,,,
,Blangè magnum,Ceretto,,Piemonte,,"€ 25,00","€ 32,50",3,"€ 75,00",,,,,,,,
,Moscato d'Asti ,Ceretto,,Piemonte,,"€ 7,95","€ 10,34",0,"€ 0,00",,,,,,,,
,Nebbiolo,Ceretto,,Piemonte,,"€ 14,50","€ 18,85",0,"€ 0,00",,,,,,,,
,Riesling Arbarei,Ceretto,,Piemonte,,"€ 9,90","€ 12,87",0,"€ 0,00",,,,,,,,
,Laurento,Cesari,,Emilia Romagna,,"€ 8,80","€ 11,44",66,"€ 580,80",,,,,,,,
,Liano,Cesari,,Emilia Romagna,,"€ 14,70","€ 19,11",36,"€ 529,20",,,,,,,,
,Moma Rosso,Cesari,,Emilia Romagna,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Moma rosso '22,Cesari,,Emilia Romagna,,"€ 7,00","€ 9,10",6,"€ 42,00",,,,,,,,
,Passito albana,Cesari,,Emilia Romagna,,"€ 9,70","€ 12,61",0,"€ 0,00",,,,,,,,
,Pignoletto ,Cesari,,Emilia Romagna,,"€ 3,65","€ 4,75",0,"€ 0,00",,,,,,,,
,Resultum,Cesari,,Emilia Romagna,,"€ 40,50","€ 52,65",0,"€ 0,00",,,,,,,,
,Tauleto ,Cesari,,Emilia Romagna,,"€ 29,50","€ 38,35",6,"€ 177,00",,,,,,,,
,Umberto,Cesari,,Emilia Romagna,,"€ 39,00","€ 50,70",6,"€ 234,00",,,,,,,,
,Cesarini extra brut,Cesarini Sforza,,Trentino,,"€ 13,00","€ 16,90",0,"€ 0,00",,,,,,,,
,Cesarini Noir nature,Cesarini Sforza,,Trentino,,"€ 14,70","€ 19,11",0,"€ 0,00",,,,,,,,
,Cesarini Sforza Brut,Cesarini Sforza,,Trentino,,"€ 4,63","€ 6,02",0,"€ 0,00",,,,,,,,
,Cesarini Tridentum,Cesarini Sforza,,Trentino,,"€ 8,40","€ 10,92",0,"€ 0,00",,,,,,,,
,Nosiola,Cesconi,,Trentino,,"€ 6,50","€ 8,45",0,"€ 0,00",,,,,,,,
,Olivar,Cesconi,,Trentino,,"€ 10,80","€ 14,04",0,"€ 0,00",,,,,,,,
,Pinot Grigio,Cesconi,,Trentino,,"€ 7,70","€ 10,01",0,"€ 0,00",,,,,,,,
,Eclat de Claire ,Champion Roland,,Champagne,,"€ 36,90","€ 47,97",0,"€ 0,00",,,,,,,,
,Special Club,Champion Roland,,Champagne,,"€ 52,90","€ 68,77",0,"€ 0,00",,,,,,,,
,B/B mesnil,Charlemagne,,Champagne,,"€ 34,00","€ 44,20",0,"€ 0,00",,,,,,,,
,Charles Heidsieck,Charles Heids,,Champagne,,"€ 19,70","€ 25,61",0,"€ 0,00",,,,,,,,
,Pierre Henri SA,Charpentier,,Champagne,,"€ 35,50","€ 46,15",0,"€ 0,00",,,,,,,,
,Pinot Nero Non Dosè viux vigne,Chartogne-Taillet,,Champagne,,"€ 36,00","€ 46,80",0,"€ 0,00",,,,,,,,
,Carte Blanche,Chauvet,,Champagne,,"€ 30,00","€ 39,00",0,"€ 0,00",,,,,,,,
,Champagne bb,Chavost,,Champagne,,"€ 30,00","€ 39,00",0,"€ 0,00",,,,,,,,
,Vermentino ,Cherchi,,Sardegna,,"€ 5,70","€ 7,41",0,"€ 0,00",,,,,,,,
,Vermentino di gallura tuvaoes,Cherchi,,Sardegna,,"€ 8,50","€ 11,05",0,"€ 0,00",,,,,,,,
,Barolo Via Nuova 2016,Chiara Boschis,,Piemonte,,"€ 55,00","€ 71,50",0,"€ 0,00",,,,,,,,
,brut de noir rosè,Chiarli ,,Emilia Romagna,,"€ 5,50","€ 7,15",0,"€ 0,00",,,,,,,,
,L'Ora Bianca Bologna,Chiarli ,,Emilia Romagna,,"€ 5,50","€ 7,15",66,"€ 363,00",,,,,,,,
,L'Ora Rosso Bologna,Chiarli ,,Emilia Romagna,,"€ 5,50","€ 7,15",66,"€ 363,00",,,,,,,,
,Lambrusco Enrico Cialdini,Chiarli ,,Emilia Romagna,,"€ 6,00","€ 7,80",78,"€ 468,00",,,,,,,,
,Lambrusco Nivola,Chiarli ,,Emilia Romagna,,"€ 2,50","€ 3,25",0,"€ 0,00",,,,,,,,
,lambrusco PrunoNero,Chiarli ,,Emilia Romagna,,"€ 3,90","€ 5,07",0,"€ 0,00",,,,,,,,
,Lambrusco ris. Fondatore,Chiarli ,,Emilia Romagna,,"€ 6,85","€ 8,91",54,"€ 369,90",,,,,,,,
,Quintopasso sorbara spumante ,Chiarli ,,Emilia Romagna,,"€ 9,00","€ 11,70",0,"€ 0,00",,,,,,,,
,Sorbara Vecchia Modena,Chiarli ,,Emilia Romagna,,"€ 6,00","€ 7,80",36,"€ 216,00",,,,,,,,
,Barolo cerequio'98,Chiarlo Mi.,,Piemonte,,"€ 30,00","€ 39,00",0,"€ 0,00",,,,,,,,
,Muro S.Angelo Barbatto 2013,Chiaromonte,,Puglia,,"€ 15,30","€ 19,89",0,"€ 0,00",,,,,,,,
,Primitivo Elè,Chiaromonte,,Puglia,,"€ 6,30","€ 8,19",0,"€ 0,00",,,,,,,,
,Primitivo Rosato,Chiaromonte,,Puglia,,"€ 7,20","€ 9,36",0,"€ 0,00",,,,,,,,
,Dolcetto di Dogliani San Romano,Chionetti,,Piemonte,,"€ 7,50","€ 9,75",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino,Ciacci Piccolomini,,Toscana,,"€ 20,00","€ 26,00",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino Pianrosso '16,Ciacci Piccolomini,,Toscana,,"€ 59,00","€ 76,70",0,"€ 0,00",,,,,,,,
,Erbaluce di caluso ,Cieck,,Piemonte,,"€ 5,20","€ 6,76",0,"€ 0,00",,,,,,,,
,Erbaluce passito,Cieck,,Piemonte,,"€ 11,50","€ 14,95",0,"€ 0,00",,,,,,,,
,Barbaresco serra boella,Cigliutti,,Piemonte,,"€ 28,50","€ 37,05",0,"€ 0,00",,,,,,,,
,Barbaresco vie erte,Cigliutti,,Piemonte,,"€ 20,00","€ 26,00",0,"€ 0,00",,,,,,,,
,Barbera campass,Cigliutti,,Piemonte,,"€ 12,00","€ 15,60",0,"€ 0,00",,,,,,,,
,Barbera Serraboella,Cigliutti,,Piemonte,,"€ 10,50","€ 13,65",0,"€ 0,00",,,,,,,,
,Dolcetto ,Cigliutti,,Piemonte,,"€ 6,00","€ 7,80",0,"€ 0,00",,,,,,,,
,Arcatura Cesanese,Cincinnato,,Campania,,"€ 4,80","€ 6,24",0,"€ 0,00",,,,,,,,
,Castore Bellone,Cincinnato,,Campania,,"€ 3,50","€ 4,55",0,"€ 0,00",,,,,,,,
,Chianti Granselezione,Cinciole,,Toscana,,"€ 32,50","€ 42,25",6,"€ 195,00",,,,,,,,
,Brunello di Montalcino 07,Cinelli Colombini,,Toscana,,"€ 16,50","€ 21,45",0,"€ 0,00",,,,,,,,
,Brunello riserva 2006,Cinelli Colombini,,Toscana,,"€ 26,00","€ 33,80",0,"€ 0,00",,,,,,,,
,Cabernet Sauvignon riserva,Cinti,,Emilia Romagna,,"€ 6,00","€ 7,80",0,"€ 0,00",,,,,,,,
,Pignoletto Frizzante,Cinti,,Emilia Romagna,,"€ 3,95","€ 5,14",0,"€ 0,00",,,,,,,,
,Sauvignon Sassobacco '06,Cinti,,Emilia Romagna,,"€ 4,00","€ 5,20",0,"€ 0,00",,,,,,,,
,Prosecco brut,Ciodet,,Veneto,,"€ 3,90","€ 5,07",0,"€ 0,00",,,,,,,,
,Prosecco extra dri,Ciodet,,Veneto,,"€ 3,90","€ 5,07",0,"€ 0,00",,,,,,,,
,Bolgheri ,Cipriana,,Toscana,,"€ 10,50","€ 13,65",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino,Citille,,Toscana,,"€ 22,00","€ 28,60",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino Ris,Citille,,Toscana,,"€ 38,00","€ 49,40",0,"€ 0,00",,,,,,,,
,Barolo2016 Mito,Clavesana,,Piemonte,,"€ 19,80","€ 25,74",0,"€ 0,00",,,,,,,,
,Dogliani,Clavesana,,Piemonte,,"€ 6,20","€ 8,06",0,"€ 0,00",,,,,,,,
,Arte'01,Clerico D,,Piemonte,,"€ 16,00","€ 20,80",0,"€ 0,00",,,,,,,,
,Barolo Ciabot Mentin '01,Clerico D,,Piemonte,,"€ 30,00","€ 39,00",0,"€ 0,00",,,,,,,,
,Barolo Ciabot Mentin '90,Clerico D,,Piemonte,,"€ 30,00","€ 39,00",0,"€ 0,00",,,,,,,,
,Barolo ginestra '03,Clerico D,,Piemonte,,"€ 31,50","€ 40,95",0,"€ 0,00",,,,,,,,
